Ragione Sociale;Tipo Organizzazione;Partita Iva O CF;Indirizzo;Comune;CAP;Provincia;Stato;Telefono;Email;Codice Ateco;Descrizione Ateco;Descrizione O Brand;Sito;Forma Giuridica;Anno Costituzione;Settore;Attivita;Legale Cognome;Legale Nome;Legale Email;Legale Telefono;Data Convenzione;Scadenza Convenzione;Numero Protocollo
UNIVERSITÀ DEGLI STUDI DI FIRENZE;UNIVERSITÀ;01279680480;PIAZZA SAN MARCO, 4;Firenze;50121;FI;ITALIA;055 2756444;orientamento@adm.unifi.it;;;;www.unifi.it;;;Pubblica Amministrazione;;PETRUCCI;ALESSANDRA;;;;;
UNIVERSITÀ DEGLI STUDI DI FIRENZE;UNIVERSITÀ;01279680480;PIAZZA SAN MARCO, 4;Firenze;50121;FI;ITALIA;055 2756444;orientamento@adm.unifi.it;;;;www.unifi.it;;;Pubblica Amministrazione;;PETRUCCI;ALESSANDRA;;;;;
UNIVERSITÀ DEGLI STUDI DI FIRENZE;UNIVERSITÀ;01279680480;PIAZZA SAN MARCO, 4;Firenze;50121;FI;ITALIA;055 2756444;orientamento@adm.unifi.it;;;;www.unifi.it;;;Pubblica Amministrazione;;PETRUCCI;ALESSANDRA;;;;;
UNIVERSITÀ DEGLI STUDI DI FIRENZE;UNIVERSITÀ;01279680480;PIAZZA SAN MARCO, 4;Firenze;50121;FI;ITALIA;055 2756444;orientamento@adm.unifi.it;;;;www.unifi.it;;;Pubblica Amministrazione;;PETRUCCI;ALESSANDRA;;;;;
UNIVERSITÀ DEGLI STUDI DI FIRENZE;UNIVERSITÀ;01279680480;PIAZZA SAN MARCO, 4;Firenze;50121;FI;ITALIA;055 2756444;orientamento@adm.unifi.it;;;;www.unifi.it;;;Pubblica Amministrazione;;PETRUCCI;ALESSANDRA;;;;;
UNIVERSITÀ DEGLI STUDI DI FIRENZE;UNIVERSITÀ;01279680480;PIAZZA SAN MARCO, 4;Firenze;50121;FI;ITALIA;055 2756444;orientamento@adm.unifi.it;;;;www.unifi.it;;;Pubblica Amministrazione;;PETRUCCI;ALESSANDRA;;;;;
UNIVERSITÀ DEGLI STUDI DI FIRENZE;UNIVERSITÀ;01279680480;PIAZZA SAN MARCO, 4;Firenze;50121;FI;ITALIA;055 2756444;orientamento@adm.unifi.it;;;;www.unifi.it;;;Pubblica Amministrazione;;PETRUCCI;ALESSANDRA;;;;;
UNIVERSITÀ DEGLI STUDI DI FIRENZE;UNIVERSITÀ;01279680480;PIAZZA SAN MARCO, 4;Firenze;50121;FI;ITALIA;055 2756444;orientamento@adm.unifi.it;;;;www.unifi.it;;;Pubblica Amministrazione;;PETRUCCI;ALESSANDRA;;;;;
UNIVERSITÀ DEGLI STUDI DI FIRENZE;UNIVERSITÀ;01279680480;PIAZZA SAN MARCO, 4;Firenze;50121;FI;ITALIA;055 2756444;orientamento@adm.unifi.it;;;;www.unifi.it;;;Pubblica Amministrazione;;PETRUCCI;ALESSANDRA;;;;;
UNIVERSITÀ DEGLI STUDI DI FIRENZE;UNIVERSITÀ;01279680480;PIAZZA SAN MARCO, 4;Firenze;50121;FI;ITALIA;055 2756444;orientamento@adm.unifi.it;;;;www.unifi.it;;;Pubblica Amministrazione;;PETRUCCI;ALESSANDRA;;;;;
UNIVERSITÀ DEGLI STUDI DI FIRENZE;UNIVERSITÀ;01279680480;PIAZZA SAN MARCO, 4;Firenze;50121;FI;ITALIA;055 2756444;orientamento@adm.unifi.it;;;;www.unifi.it;;;Pubblica Amministrazione;;PETRUCCI;ALESSANDRA;;;;;
UNIVERSITÀ DEGLI STUDI DI FIRENZE;UNIVERSITÀ;01279680480;PIAZZA SAN MARCO, 4;Firenze;50121;FI;ITALIA;055 2756444;orientamento@adm.unifi.it;;;;www.unifi.it;;;Pubblica Amministrazione;;PETRUCCI;ALESSANDRA;;;;;
UNIVERSITÀ DEGLI STUDI DI FIRENZE;UNIVERSITÀ;01279680480;PIAZZA SAN MARCO, 4;Firenze;50121;FI;ITALIA;055 2756444;orientamento@adm.unifi.it;;;;www.unifi.it;;;Pubblica Amministrazione;;PETRUCCI;ALESSANDRA;;;;;
UNIVERSITÀ DEGLI STUDI DI FIRENZE;UNIVERSITÀ;01279680480;PIAZZA SAN MARCO, 4;Firenze;50121;FI;ITALIA;055 2756444;orientamento@adm.unifi.it;;;;www.unifi.it;;;Pubblica Amministrazione;;PETRUCCI;ALESSANDRA;;;;;
UNIVERSITÀ DEGLI STUDI DI FIRENZE;UNIVERSITÀ;01279680480;PIAZZA SAN MARCO, 4;Firenze;50121;FI;ITALIA;055 2756444;orientamento@adm.unifi.it;;;;www.unifi.it;;;Pubblica Amministrazione;;PETRUCCI;ALESSANDRA;;;;;
UNIVERSITÀ DEGLI STUDI DI FIRENZE;UNIVERSITÀ;01279680480;PIAZZA SAN MARCO, 4;Firenze;50121;FI;ITALIA;055 2756444;orientamento@adm.unifi.it;;;;www.unifi.it;;;Pubblica Amministrazione;;PETRUCCI;ALESSANDRA;;;;;
UNIVERSITÀ DEGLI STUDI DI FIRENZE;UNIVERSITÀ;01279680480;PIAZZA SAN MARCO, 4;Firenze;50121;FI;ITALIA;055 2756444;orientamento@adm.unifi.it;;;;www.unifi.it;;;Pubblica Amministrazione;;PETRUCCI;ALESSANDRA;;;;;
UNIVERSITÀ DEGLI STUDI DI MILANO;UNIVERSITÀ;03064870151;VIA FESTA DEL PERDONO,7;MILANO;20122;MI;ITALIA; 0250312145;info@unimi.it;85.4;Istruzione universitaria e post-universitaria; accademie e conservatori;;http://www.unimi.it/;;;Istruzione/Formazione;"SCIENZE IN PRATICA:VIAGGIO ALLA SCOPERTA DEL CERVELLO;FRANZINI;ELIO;cusmibio@unimi.it;0250314054 ;15-12-2021;15-10-2022;3710/U 20/10/21
UNIVERSITÀ DEGLI STUDI DI MILANO;UNIVERSITÀ;03064870151;VIA FESTA DEL PERDONO,7;MILANO;20122;MI;ITALIA; 0250312145;info@unimi.it;85.4;Istruzione universitaria e post-universitaria; accademie e conservatori;;http://www.unimi.it/;;;Istruzione/Formazione;"SCIENZE IN PRATICA:VIAGGIO ALLA SCOPERTA DEL CERVELLO;FRANZINI;ELIO;cusmibio@unimi.it;0250314054 ;15-12-2021;15-10-2022;3710/U 20/10/21
UNIVERSITÀ DEGLI STUDI DI MILANO;UNIVERSITÀ;03064870151;VIA FESTA DEL PERDONO,7;MILANO;20122;MI;ITALIA; 0250312145;info@unimi.it;85.4;Istruzione universitaria e post-universitaria; accademie e conservatori;;http://www.unimi.it/;;;Istruzione/Formazione;"SCIENZE IN PRATICA:VIAGGIO ALLA SCOPERTA DEL CERVELLO;FRANZINI;ELIO;cusmibio@unimi.it;0250314054 ;15-12-2021;15-10-2022;3710/U 20/10/21
UNIVERSITÀ DEGLI STUDI DI MILANO;UNIVERSITÀ;03064870151;VIA FESTA DEL PERDONO,7;MILANO;20122;MI;ITALIA; 0250312145;info@unimi.it;85.4;Istruzione universitaria e post-universitaria; accademie e conservatori;;http://www.unimi.it/;;;Istruzione/Formazione;"SCIENZE IN PRATICA:VIAGGIO ALLA SCOPERTA DEL CERVELLO;FRANZINI;ELIO;cusmibio@unimi.it;0250314054 ;15-12-2021;15-10-2022;3710/U 20/10/21
UNIVERSITÀ DEGLI STUDI DI MILANO;UNIVERSITÀ;03064870151;VIA FESTA DEL PERDONO,7;MILANO;20122;MI;ITALIA; 0250312145;info@unimi.it;85.4;Istruzione universitaria e post-universitaria; accademie e conservatori;;http://www.unimi.it/;;;Istruzione/Formazione;"SCIENZE IN PRATICA:VIAGGIO ALLA SCOPERTA DEL CERVELLO;FRANZINI;ELIO;cusmibio@unimi.it;0250314054 ;15-12-2021;15-10-2022;3710/U 20/10/21
UNIVERSITÀ DEGLI STUDI DI MILANO;UNIVERSITÀ;03064870151;VIA FESTA DEL PERDONO,7;MILANO;20122;MI;ITALIA; 0250312145;info@unimi.it;85.4;Istruzione universitaria e post-universitaria; accademie e conservatori;;http://www.unimi.it/;;;Istruzione/Formazione;"SCIENZE IN PRATICA:VIAGGIO ALLA SCOPERTA DEL CERVELLO;FRANZINI;ELIO;cusmibio@unimi.it;0250314054 ;15-12-2021;15-10-2022;3710/U 20/10/21
UNIVERSITÀ DEGLI STUDI DI MILANO;UNIVERSITÀ;03064870151;VIA FESTA DEL PERDONO,7;MILANO;20122;MI;ITALIA; 0250312145;info@unimi.it;85.4;Istruzione universitaria e post-universitaria; accademie e conservatori;;http://www.unimi.it/;;;Istruzione/Formazione;"SCIENZE IN PRATICA:VIAGGIO ALLA SCOPERTA DEL CERVELLO;FRANZINI;ELIO;cusmibio@unimi.it;0250314054 ;15-12-2021;15-10-2022;3710/U 20/10/21
UNIVERSITÀ DEGLI STUDI DI MILANO;UNIVERSITÀ;03064870151;VIA FESTA DEL PERDONO,7;MILANO;20122;MI;ITALIA; 0250312145;info@unimi.it;85.4;Istruzione universitaria e post-universitaria; accademie e conservatori;;http://www.unimi.it/;;;Istruzione/Formazione;"SCIENZE IN PRATICA:VIAGGIO ALLA SCOPERTA DEL CERVELLO;FRANZINI;ELIO;cusmibio@unimi.it;0250314054 ;15-12-2021;15-10-2022;3710/U 20/10/21
UNIVERSITÀ DEGLI STUDI DI MILANO;UNIVERSITÀ;03064870151;VIA FESTA DEL PERDONO,7;MILANO;20122;MI;ITALIA; 0250312145;info@unimi.it;85.4;Istruzione universitaria e post-universitaria; accademie e conservatori;;http://www.unimi.it/;;;Istruzione/Formazione;"SCIENZE IN PRATICA:VIAGGIO ALLA SCOPERTA DEL CERVELLO;FRANZINI;ELIO;cusmibio@unimi.it;0250314054 ;15-12-2021;15-10-2022;3710/U 20/10/21
UNIVERSITÀ DEGLI STUDI DI MILANO;UNIVERSITÀ;03064870151;VIA FESTA DEL PERDONO,7;MILANO;20122;MI;ITALIA; 0250312145;info@unimi.it;85.4;Istruzione universitaria e post-universitaria; accademie e conservatori;;http://www.unimi.it/;;;Istruzione/Formazione;"SCIENZE IN PRATICA:VIAGGIO ALLA SCOPERTA DEL CERVELLO;FRANZINI;ELIO;cusmibio@unimi.it;0250314054 ;15-12-2021;15-10-2022;3710/U 20/10/21
UNIVERSITÀ DEGLI STUDI DI MILANO;UNIVERSITÀ;03064870151;VIA FESTA DEL PERDONO,7;MILANO;20122;MI;ITALIA; 0250312145;info@unimi.it;85.4;Istruzione universitaria e post-universitaria; accademie e conservatori;;http://www.unimi.it/;;;Istruzione/Formazione;"SCIENZE IN PRATICA:VIAGGIO ALLA SCOPERTA DEL CERVELLO;FRANZINI;ELIO;cusmibio@unimi.it;0250314054 ;15-12-2021;15-10-2022;3710/U 20/10/21
UNIVERSITÀ DEGLI STUDI DI MILANO;UNIVERSITÀ;03064870151;VIA FESTA DEL PERDONO,7;MILANO;20122;MI;ITALIA; 0250312145;info@unimi.it;85.4;Istruzione universitaria e post-universitaria; accademie e conservatori;;http://www.unimi.it/;;;Istruzione/Formazione;"SCIENZE IN PRATICA:VIAGGIO ALLA SCOPERTA DEL CERVELLO;FRANZINI;ELIO;cusmibio@unimi.it;0250314054 ;15-12-2021;15-10-2022;3710/U 20/10/21
UNIVERSITÀ DEGLI STUDI DI MILANO;UNIVERSITÀ;03064870151;VIA FESTA DEL PERDONO,7;MILANO;20122;MI;ITALIA; 0250312145;info@unimi.it;85.4;Istruzione universitaria e post-universitaria; accademie e conservatori;;http://www.unimi.it/;;;Istruzione/Formazione;"SCIENZE IN PRATICA:VIAGGIO ALLA SCOPERTA DEL CERVELLO;FRANZINI;ELIO;cusmibio@unimi.it;0250314054 ;15-12-2021;15-10-2022;3710/U 20/10/21
UNIVERSITÀ DEGLI STUDI DI MILANO;UNIVERSITÀ;03064870151;VIA FESTA DEL PERDONO,7;MILANO;20122;MI;ITALIA; 0250312145;info@unimi.it;85.4;Istruzione universitaria e post-universitaria; accademie e conservatori;;http://www.unimi.it/;;;Istruzione/Formazione;"SCIENZE IN PRATICA:VIAGGIO ALLA SCOPERTA DEL CERVELLO;FRANZINI;ELIO;cusmibio@unimi.it;0250314054 ;15-12-2021;15-10-2022;3710/U 20/10/21
UNIVERSITÀ DEGLI STUDI DI MILANO;UNIVERSITÀ;03064870151;VIA FESTA DEL PERDONO,7;MILANO;20122;MI;ITALIA; 0250312145;info@unimi.it;85.4;Istruzione universitaria e post-universitaria; accademie e conservatori;;http://www.unimi.it/;;;Istruzione/Formazione;"SCIENZE IN PRATICA:VIAGGIO ALLA SCOPERTA DEL CERVELLO;FRANZINI;ELIO;cusmibio@unimi.it;0250314054 ;15-12-2021;15-10-2022;3710/U 20/10/21
UNIVERSITÀ DEGLI STUDI DI MILANO;UNIVERSITÀ;03064870151;VIA FESTA DEL PERDONO,7;MILANO;20122;MI;ITALIA; 0250312145;info@unimi.it;85.4;Istruzione universitaria e post-universitaria; accademie e conservatori;;http://www.unimi.it/;;;Istruzione/Formazione;"SCIENZE IN PRATICA:VIAGGIO ALLA SCOPERTA DEL CERVELLO;FRANZINI;ELIO;cusmibio@unimi.it;0250314054 ;15-12-2021;15-10-2022;3710/U 20/10/21
UNIVERSITÀ DEGLI STUDI DI MILANO;UNIVERSITÀ;03064870151;VIA FESTA DEL PERDONO,7;MILANO;20122;MI;ITALIA; 0250312145;info@unimi.it;85.4;Istruzione universitaria e post-universitaria; accademie e conservatori;;http://www.unimi.it/;;;Istruzione/Formazione;"SCIENZE IN PRATICA:VIAGGIO ALLA SCOPERTA DEL CERVELLO;FRANZINI;ELIO;cusmibio@unimi.it;0250314054 ;15-12-2021;15-10-2022;3710/U 20/10/21
UNIVERSITÀ DEGLI STUDI DI MILANO;UNIVERSITÀ;03064870151;VIA FESTA DEL PERDONO,7;MILANO;20122;MI;ITALIA; 0250312145;info@unimi.it;85.4;Istruzione universitaria e post-universitaria; accademie e conservatori;;http://www.unimi.it/;;;Istruzione/Formazione;"SCIENZE IN PRATICA:VIAGGIO ALLA SCOPERTA DEL CERVELLO;FRANZINI;ELIO;cusmibio@unimi.it;0250314054 ;15-12-2021;15-10-2022;3710/U 20/10/21
UNIVERSITÀ DEGLI STUDI DI MILANO;UNIVERSITÀ;03064870151;VIA FESTA DEL PERDONO,7;MILANO;20122;MI;ITALIA; 0250312145;info@unimi.it;85.4;Istruzione universitaria e post-universitaria; accademie e conservatori;;http://www.unimi.it/;;;Istruzione/Formazione;"SCIENZE IN PRATICA:VIAGGIO ALLA SCOPERTA DEL CERVELLO;FRANZINI;ELIO;cusmibio@unimi.it;0250314054 ;15-12-2021;15-10-2022;3710/U 20/10/21
UNIVERSITÀ DEGLI STUDI DI MILANO;UNIVERSITÀ;03064870151;VIA FESTA DEL PERDONO,7;MILANO;20122;MI;ITALIA; 0250312145;info@unimi.it;85.4;Istruzione universitaria e post-universitaria; accademie e conservatori;;http://www.unimi.it/;;;Istruzione/Formazione;"SCIENZE IN PRATICA:VIAGGIO ALLA SCOPERTA DEL CERVELLO;FRANZINI;ELIO;cusmibio@unimi.it;0250314054 ;15-12-2021;15-10-2022;3710/U 20/10/21
UNIVERSITÀ DEGLI STUDI DI MILANO;UNIVERSITÀ;03064870151;VIA FESTA DEL PERDONO,7;MILANO;20122;MI;ITALIA; 0250312145;info@unimi.it;85.4;Istruzione universitaria e post-universitaria; accademie e conservatori;;http://www.unimi.it/;;;Istruzione/Formazione;"SCIENZE IN PRATICA:VIAGGIO ALLA SCOPERTA DEL CERVELLO;FRANZINI;ELIO;cusmibio@unimi.it;0250314054 ;15-12-2021;15-10-2022;3710/U 20/10/21
UNIVERSITÀ DEGLI STUDI DI MILANO;UNIVERSITÀ;03064870151;VIA FESTA DEL PERDONO,7;MILANO;20122;MI;ITALIA; 0250312145;info@unimi.it;85.4;Istruzione universitaria e post-universitaria; accademie e conservatori;;http://www.unimi.it/;;;Istruzione/Formazione;"SCIENZE IN PRATICA:VIAGGIO ALLA SCOPERTA DEL CERVELLO;FRANZINI;ELIO;cusmibio@unimi.it;0250314054 ;15-12-2021;15-10-2022;3710/U 20/10/21
UNIVERSITÀ DEGLI STUDI DI MILANO;UNIVERSITÀ;03064870151;VIA FESTA DEL PERDONO,7;MILANO;20122;MI;ITALIA; 0250312145;info@unimi.it;85.4;Istruzione universitaria e post-universitaria; accademie e conservatori;;http://www.unimi.it/;;;Istruzione/Formazione;"SCIENZE IN PRATICA:VIAGGIO ALLA SCOPERTA DEL CERVELLO;FRANZINI;ELIO;cusmibio@unimi.it;0250314054 ;15-12-2021;15-10-2022;3710/U 20/10/21
UNIVERSITÀ DEGLI STUDI DI MILANO;UNIVERSITÀ;03064870151;VIA FESTA DEL PERDONO,7;MILANO;20122;MI;ITALIA; 0250312145;info@unimi.it;85.4;Istruzione universitaria e post-universitaria; accademie e conservatori;;http://www.unimi.it/;;;Istruzione/Formazione;"SCIENZE IN PRATICA:VIAGGIO ALLA SCOPERTA DEL CERVELLO;FRANZINI;ELIO;cusmibio@unimi.it;0250314054 ;15-12-2021;15-10-2022;3710/U 20/10/21
UNIVERSITÀ DEGLI STUDI DI MILANO;UNIVERSITÀ;03064870151;VIA FESTA DEL PERDONO,7;MILANO;20122;MI;ITALIA; 0250312145;info@unimi.it;85.4;Istruzione universitaria e post-universitaria; accademie e conservatori;;http://www.unimi.it/;;;Istruzione/Formazione;"SCIENZE IN PRATICA:VIAGGIO ALLA SCOPERTA DEL CERVELLO;FRANZINI;ELIO;cusmibio@unimi.it;0250314054 ;15-12-2021;15-10-2022;3710/U 20/10/21
UNIVERSITÀ DEGLI STUDI DI MILANO;UNIVERSITÀ;03064870151;VIA FESTA DEL PERDONO,7;MILANO;20122;MI;ITALIA; 0250312145;info@unimi.it;85.4;Istruzione universitaria e post-universitaria; accademie e conservatori;;http://www.unimi.it/;;;Istruzione/Formazione;"SCIENZE IN PRATICA:VIAGGIO ALLA SCOPERTA DEL CERVELLO;FRANZINI;ELIO;cusmibio@unimi.it;0250314054 ;15-12-2021;15-10-2022;3710/U 20/10/21
UNIVERSITÀ DEGLI STUDI DI MILANO;UNIVERSITÀ;03064870151;VIA FESTA DEL PERDONO,7;MILANO;20122;MI;ITALIA; 0250312145;info@unimi.it;85.4;Istruzione universitaria e post-universitaria; accademie e conservatori;;http://www.unimi.it/;;;Istruzione/Formazione;"SCIENZE IN PRATICA:VIAGGIO ALLA SCOPERTA DEL CERVELLO;FRANZINI;ELIO;cusmibio@unimi.it;0250314054 ;15-12-2021;15-10-2022;3710/U 20/10/21
UNIVERSITÀ DEGLI STUDI DI MILANO;UNIVERSITÀ;03064870151;VIA FESTA DEL PERDONO,7;MILANO;20122;MI;ITALIA; 0250312145;info@unimi.it;85.4;Istruzione universitaria e post-universitaria; accademie e conservatori;;http://www.unimi.it/;;;Istruzione/Formazione;"SCIENZE IN PRATICA:VIAGGIO ALLA SCOPERTA DEL CERVELLO;FRANZINI;ELIO;cusmibio@unimi.it;0250314054 ;15-12-2021;15-10-2022;3710/U 20/10/21
UNIVERSITÀ DEGLI STUDI DI MILANO;UNIVERSITÀ;03064870151;VIA FESTA DEL PERDONO,7;MILANO;20122;MI;ITALIA; 0250312145;info@unimi.it;85.4;Istruzione universitaria e post-universitaria; accademie e conservatori;;http://www.unimi.it/;;;Istruzione/Formazione;"SCIENZE IN PRATICA:VIAGGIO ALLA SCOPERTA DEL CERVELLO;FRANZINI;ELIO;cusmibio@unimi.it;0250314054 ;15-12-2021;15-10-2022;3710/U 20/10/21
UNIVERSITÀ DEGLI STUDI DI MILANO;UNIVERSITÀ;03064870151;VIA FESTA DEL PERDONO,7;MILANO;20122;MI;ITALIA; 0250312145;info@unimi.it;85.4;Istruzione universitaria e post-universitaria; accademie e conservatori;;http://www.unimi.it/;;;Istruzione/Formazione;"SCIENZE IN PRATICA:VIAGGIO ALLA SCOPERTA DEL CERVELLO;FRANZINI;ELIO;cusmibio@unimi.it;0250314054 ;15-12-2021;15-10-2022;3710/U 20/10/21
UNIVERSITÀ DEGLI STUDI DI MILANO;UNIVERSITÀ;03064870151;VIA FESTA DEL PERDONO,7;MILANO;20122;MI;ITALIA; 0250312145;info@unimi.it;85.4;Istruzione universitaria e post-universitaria; accademie e conservatori;;http://www.unimi.it/;;;Istruzione/Formazione;"SCIENZE IN PRATICA:VIAGGIO ALLA SCOPERTA DEL CERVELLO;FRANZINI;ELIO;cusmibio@unimi.it;0250314054 ;15-12-2021;15-10-2022;3710/U 20/10/21
UNIVERSITÀ DEGLI STUDI DI MILANO;UNIVERSITÀ;03064870151;VIA FESTA DEL PERDONO,7;MILANO;20122;MI;ITALIA; 0250312145;info@unimi.it;85.4;Istruzione universitaria e post-universitaria; accademie e conservatori;;http://www.unimi.it/;;;Istruzione/Formazione;"SCIENZE IN PRATICA:VIAGGIO ALLA SCOPERTA DEL CERVELLO;FRANZINI;ELIO;cusmibio@unimi.it;0250314054 ;15-12-2021;15-10-2022;3710/U 20/10/21
UNIVERSITÀ DEGLI STUDI DI MILANO;UNIVERSITÀ;03064870151;VIA FESTA DEL PERDONO,7;MILANO;20122;MI;ITALIA; 0250312145;info@unimi.it;85.4;Istruzione universitaria e post-universitaria; accademie e conservatori;;http://www.unimi.it/;;;Istruzione/Formazione;"SCIENZE IN PRATICA:VIAGGIO ALLA SCOPERTA DEL CERVELLO;FRANZINI;ELIO;cusmibio@unimi.it;0250314054 ;15-12-2021;15-10-2022;3710/U 20/10/21
UNIVERSITÀ DEGLI STUDI DI MILANO;UNIVERSITÀ;03064870151;VIA FESTA DEL PERDONO,7;MILANO;20122;MI;ITALIA; 0250312145;info@unimi.it;85.4;Istruzione universitaria e post-universitaria; accademie e conservatori;;http://www.unimi.it/;;;Istruzione/Formazione;"SCIENZE IN PRATICA:VIAGGIO ALLA SCOPERTA DEL CERVELLO;FRANZINI;ELIO;cusmibio@unimi.it;0250314054 ;15-12-2021;15-10-2022;3710/U 20/10/21
UNIVERSITÀ DEGLI STUDI DI MILANO;UNIVERSITÀ;03064870151;VIA FESTA DEL PERDONO,7;MILANO;20122;MI;ITALIA; 0250312145;info@unimi.it;85.4;Istruzione universitaria e post-universitaria; accademie e conservatori;;http://www.unimi.it/;;;Istruzione/Formazione;"SCIENZE IN PRATICA:VIAGGIO ALLA SCOPERTA DEL CERVELLO;FRANZINI;ELIO;cusmibio@unimi.it;0250314054 ;15-12-2021;15-10-2022;3710/U 20/10/21
UNIVERSITÀ DEGLI STUDI DI MILANO;UNIVERSITÀ;03064870151;VIA FESTA DEL PERDONO,7;MILANO;20122;MI;ITALIA; 0250312145;info@unimi.it;85.4;Istruzione universitaria e post-universitaria; accademie e conservatori;;http://www.unimi.it/;;;Istruzione/Formazione;"SCIENZE IN PRATICA:VIAGGIO ALLA SCOPERTA DEL CERVELLO;FRANZINI;ELIO;cusmibio@unimi.it;0250314054 ;15-12-2021;15-10-2022;3710/U 20/10/21
