Ragione sociale;Partita iva o CF;Indirizzo;Comune;CAP;Provincia;Stato;Telefono;Email;Codice Ateco;Descrizione Ateco;Forma giuridica;Legale Cognome;Legale Nome;Referente;Referente Email;Data convenzione;Scadenza convenzione
STUDIO CASTIGLIONI;03836040968;VIA MAPELLI,11 -;MONZA;20900;MB;ITALIA;039.5970618;castiglioni.alessandro@gmail.com;;;;CASTIGLIONI;ALESSANDRO;;;;
STUDIO CHIARA ORSATTI;11093910153;VIA FABIO FILZI 2;MILANO;20124;MI;ITALIA;335/6274695;studioorsatti@tiscali.it;;;;ORSATTI;CHIARA;;;17-01-2019;17-01-2020
STUDIO COLOMBO GRAZIELLA;00093290963;VIA FOPPA,15;ARCORE;20862;MB;ITALIA;039616286;;7412A;;;COLOMBO;GRAZIELLA;;;;
STUDIO COMMERCIALE ARENA;08518520963;VIA FELICE CAVALLOTTI, 24;COLOGNO MONZESE;20093;MI;ITALIA;0289775154;FAUSTODOTTARENA@GMAIL.COM;69.20.11;Servizi forniti da dottori commercialisti;;ARENA;FAUSTO DOMENICO;ARENA FAUSTO DOMENICO;FAUSTODOTTARENA@GAMIL.COM;14-05-2021;14-05-2023
STUDIO COMMERCIALISTA DOTT. DAVIDE TARABORELLI;02899160960;VIA ALESSANDRO MANZONI 10/A;DESIO;20832;MB;ITALIA;0362638192;davidetaraborelli@virgilio.it;;;;TARABORELLI;DAVIDE;;;;
STUDIO COMMERCIALISTA ELENA LACCHINI;2739700967;VIA TIEPOLO,10;MONZA;20900;MB;ITALIA;3392331503;elenalacchini@libero.it;;;;LACCHINI;ELENA;;;;
STUDIO COMMERCIALISTA MOSCA ALESSANDRA;02424000996;PIAZZA SAN LORENZO, 7;VIMERCATE;20871;MB;ITALIA;039 6612024 - 338 2908962;alessandra.mosca@aziendeservizi.it;69.20.12;Servizi forniti da ragionieri e periti commerciali;;MOSCA;ALESSANDRA;;;03-06-2021;03-06-2022
STUDIO COMMERCIALISTA MOSCA ALESSANDRA;02424000996;PIAZZA SAN LORENZO, 7;VIMERCATE;20871;MB;ITALIA;039 6612024 - 338 2908962;alessandra.mosca@aziendeservizi.it;69.20.12;Servizi forniti da ragionieri e periti commerciali;;MOSCA;ALESSANDRA;;;03-06-2021;03-06-2022
STUDIO COZZI PAOLA MARIA;04817560966;VIA CADUTI DEL LAVORO,16;BRUGHERIO;20861;MB;ITALIA;0392874172;paola.cozzi@studio-cozzi.it;;;;COZZI;PAOLA MARIA;;;;
STUDIO DE ALEXANDRIS;00188780969 ; VIA MANZONI 37 - 2090 - MONZA;MONZA;20900;MB;ITALIA;;studio@dealexandris.it;;;;BELLONE ROSARIO;;;;;
STUDIO DI INGEGNERIA TOZZO;10731520960;VIA PASTORE 24;CARNATE;20866;MB;ITALIA;335406387;ingbrunotozzo63@gmail.com;71.12.10;Attività degli studi di ingegneria;;TOZZO;BRUNO;;;02-10-2020;01-10-2022
STUDIO DOSSI-MASSIRONI;05463170968;VIA VISMARA, 56 -;AGRATE BRIANZA;20864;MB;ITALIA;039-6057468;studio@dossimassironi.it;;;;MASSIRONI;ILARIA;;;;
STUDIO DOTT.ALESSANDRA BRUSA;BRSLSN65R68E6172;VIA CANTORE, 3-MONZA;MONZA;20900;MB;ITALIA;039-361509;a.brusa@aelle.it;;;;ALESSANDRA BRUSA;;;;;
STUDIO DOTT.SSA CERCHIARA RITA;;;;;;ITALIA;;;;;;;;;;;
STUDIO DOTT.SSA FRANCESCA BONALUMI;13037210153;VIA FERMIGNANO, 8;MILANO;20100;MI;ITALIA;02-66226074;studio.fbonalumi@gmail.com;69.20.11;Servizi forniti da dottori commercialisti;;BONALUMI;FRANCESCA;;;28-05-2018;27-06-2019
STUDIO DOTT.SSA LA ROSA PATRIZIA;05539524964;VIA VITTORIO EMANUELE 26;MONZA;20900;MB;ITALIA;3471082104;studioamm.larosa@gmail.com;68.32.0;Amministrazione di condomini e gestione di beni immobili per conto terzi;;LA ROSA;PATRIZIA;;;27-11-2017;26-11-2018
STUDIO FIGLIOMENI FRANCESCO;06165300960;VIALE RISORGIMENTO 32;VILLASANTA;20852;MB;ITALIA;0396772283;studio.figliomeni@gmail.com;69.20.30;Attività dei consulenti del lavoro;;FIGLIOMENI;FRANCESCO;;;03-06-2021;03-06-2022
STUDIO GANDINI COMMERCIALISTI ASSOCIATI;2304150960;PIAZZA GRAMSCI 58;CINISELLO BALSAMO;20092;MI;ITALIA;026125069;;692011;;;STEFANO;GANDINI;;;;
STUDIO GIEMME AMMINISTRAZIONI;038668480967;VIA CREMAGNANI 13/22 VIMERCATE - (MB);VIMERCATE;20871;MB;ITALIA;039-6854098;patrizia@studiogiemmesnc.it;;;;EMANUELE FARDELLO;;;;;
STUDIO ING. DE ROSA FRANCESCO;08543350964;VIA E. TOSI 3;MONZA;20900;MB;ITALIA;039.830829;ingderosaf@libero.it;;;;DE ROSA;FRANCESCO;;;;
STUDIO ING. ENEA MAURI;08558140961;VIA DANTE 158;CONCOREZZO;20863;MB;ITALIA;039.647371;info@studiomauri.eu;;;;;;;;;
STUDIO ING. MAURO GALBUSERA;03488440136;VIA VIGO PELLIZZARI 28;VIMERCATE;20871;MB;ITALIA;392.2580884;ingegneria.galbusera@hotmail.com;;;;GALBUSERA;MAURO;;;;
STUDIO LEGALE ASSOCIATO BORELLO-RODA';03818480968;VIA BRUNO BUOZZI, 42;SESTO SAN GIOVANNI;20099;MI;ITALIA;02166803396;studioborrello-roda@mail.com;69.10.1;Attività degli studi legali;;RODA';DOMENICO ANTONIO;;;18-04-2018;17-04-2019
STUDIO LEGALE ASSOCIATO FRIGO - SORMANI;04092540964;VIA ANDREA APPIANI 5;MONZA;20900;MB;ITALIA;039.380154;ifrigo@frigosormani.it;69.10.1;Attività degli studi legali;;FRIGO;ISABELLA;;;30-01-2019;30-01-2020
STUDIO LEGALE ASSOCIATO NOCITI E ZAPPA;02290270962;PIAZZA ARMANDO DIAZ , MONZA;MONZA;20900;MB;ITALIA;039/367173;elena@legalmnz.com;69.1;ATTIVITÀ DEGLI STUDI LEGALI;;NOCITI;ALFONSO;;;10-01-2019;09-01-2020
STUDIO LEGALE ASSOCIATO PICCHETTI VILLA MANZONI BRONZINO CAPPUCCIO;02116330966;VIA ITALIA, 28;MONZA;20900;MB;ITALIA;+393497902697;manzoni.marco1@libero.it;69.10.10;Attività degli studi legali;;PICCHETTI;MARCO;;;08-06-2020;07-06-2021
STUDIO LEGALE ASSOCIATO RINALDI ZITA;08163620969;VIA AMERIGO VESPUCCI 25;MONZA;20900;MB;ITALIA;039.29.15.982 / 039.91.43.123;lzita@studiorzs.it;;;;ZITA;LUCA;;;21-05-2018;20-05-2019
STUDIO LEGALE ASSOCIATO VALAGUZZA - CARCANO;05624540968;VIA PASSERINI, 9;MONZA;20900;MB;ITALIA;;carcano.valaguzzalex@tiscali.it;;;;VALAGUZZA;CINZIA;;;;
STUDIO LEGALE AVV. BONO;02645230968;VIA G. MISSORI,10 - MONZA;MONZA;20900;MB;ITALIA;039-325258;francesca.fumarulo@gmail.com;;;;BONO;MAURIZIO;;;22-06-2021;21-06-2022
STUDIO LEGALE AVV. CARLA DE BONIS;04101210963;VIA PIAVE 19;VIMERCATE;20871;MB;ITALIA;0396854683;carlo.debonis@tin.it;69.10.10;Attività degli studi legali;;DE BONIS;CARLA;;;10-07-2018;
STUDIO LEGALE AVV. OTTAVIO BERETTA;;VIA A. VOLTA 71;CONCOREZZO;20863;MB;ITALIA;039.6362344;;;;;BERETTA;OTTAVIO;;;;
STUDIO LEGALE AVV.TI DE ROSA;00203110960;VIA A.MANZONI 17;MONZA;20900;MB;ITALIA;0393900481;;;;;DE ROSA;RENATO;;;;
STUDIO LEGALE AVVOCATO GIOVANNA PORTA;02209480967;VIA ROMA,2;ARCORE;20043;MI;ITALIA;039.2142264;avvporta@tin.it;;;;PORTA;GIOVANNA;;;;
STUDIO LEGALE BELLOTTI, TERENGHI  & ASS.;02930400961;P.R. GIULIANI 10;MONZA;20900;MB;ITALIA;039321697-367367;studiolegalebta@gmail.com;;;;BELLOTTI;CLAUDIO;AVV. CLAUDIO BELLOTTI;;;
STUDIO LEGALE CELOTTI;03815230960;VIA M. CAVEZZALI N. 5;CONCOREZZO;20863;MB;ITALIA;039 6817214;studiocelotti@hotmail.it;69.10.10;Attività degli studi legali;;CELOTTI;LORENA;;;;
STUDIO LEGALE CEREDA;78901234567;VIA ITALIA 46;MONZA;20900;MB;ITALIA;39324307;lauracereda@studiolegalecereda.it;;;;LAURA CEREDA;;;;18-09-2018;
STUDIO LEGALE LOCATI & PARTNERS;;PIAZZA ROMA 10;MONZA;20900;MB;ITALIA;039.2302399;;;;;;;;;;
STUDIO LEGALE MANICI;0000044545454554;VIA CARLO PRINA 22;MONZA;20900;MB;ITALIA;0399000540;antos.silvestri@libero.it;;;;MANICI;LUCA;;;;
STUDIO LEGALE PELUCCHI GHEZZI;02458330962;VIA ITALIA 46;MONZA;20900;MB;ITALIA;;segreteria@pelucchighezzi.com;;;;PELUCCHI;ALESSANDRO;;;;
STUDIO LEGALE SPARPAGLIONE;10170600968;VIA PODGORA 4;MILANO;20100;MI;ITALIA;3403734712;stefano@sparpaglione.it;69.10.10;Attività degli studi legali;;SPARPAGLIONE;STEFANO;;;06-11-2021;05-11-2022
STUDIO LONGONI;LNGPLA62R09F704Y;VIA MODIGLIANI,11 - MONZA;MONZA;20900;MB;ITALIA;039-360167;info@studio;;;;;;;;;
STUDIO M.M.G. COMMERCIALISTI ASSOCIATI;04746420969;VIA ITALIA 39;MONZA;20900;MB;ITALIA;039.2312390;segreteria@studio-mmg.it;69.20.11;Servizi forniti da dottori commercialisti;;GILETTO;ELENA;;;24-05-2018;23-05-2019
STUDIO MARCO CAPROTTI;00123390965;VIA S.ROCCO,29;MONZA;20900;MB;ITALIA;039-2148361;info@studiocaprotti.com;;;;CAPROTTI;MARCO;;;;
STUDIO MICCOLI & BENEGGI;07285310962;VIA G. DE TINTORI,2 -;BIASSONO;20853;MB;ITALIA;039.491800;s.miccoli@studiomiccolibeneggi.com;69.20.12;Servizi forniti da ragionieri e periti commerciali;;;;;;;
STUDIO MICCOLI & BENEGGI;07285310962;VIA G. DE TINTORI,2 -;BIASSONO;20853;MB;ITALIA;039.491800;s.miccoli@studiomiccolibeneggi.com;69.20.12;Servizi forniti da ragionieri e periti commerciali;;;;;;;
STUDIO OSTEOPATICO;09200840966;VIA ITALIA 23;VEDANO AL LAMBRO;20854;MB;ITALIA;373 7944691;mo.ma.osteopatia2016@gmail.com;;;;MAGNI;DAVIDE;;;10-06-2018;09-06-2019
STUDIO PATRIZIA RIVA;05349300961;VIA F. CARONNI, 10;MONZA;20900;MB;ITALIA;039-32-32-95; info@studio-riva.com;;;;RIVA;PATRIZIA;;;;
STUDIO PATRIZIA RIVA;05349300961;VIA F. CARONNI, 10;MONZA;20900;MB;ITALIA;039-32-32-95; info@studio-riva.com;;;;RIVA;PATRIZIA;;;;
STUDIO PEGASO;04062660966;VIA GIACOMO TOSI,4 - MONZA;MONZA;20900;MB;ITALIA;039-5962506;posta1086@uniqagroup.it;;;;;;;;;
STUDIO PETRILLI E SELLERI SRL;;VIA LULLI,6;MONZA;20900;MB;ITALIA;039 322121;info@studiopetrilli.com;;;;PETRILLI;GRAZIELLA;;;;
STUDIO PIROLA;00462560962;VIA ALESSANDRO MANZONI 35;LESMO;20855;MB;ITALIA;;pirola@studiopirola.it;692012;STUDIO PROFESSIONALE;;PIROLA;MODESTO;;;;
STUDIO PROFESSIONALE RAGG. MONGUZZI E MAGGIONI;00803130962;VIA MANZONI, 10- VIMERCATE;VIMERCATE;20871;MB;ITALIA;039-666960;maggioni@studiomonguzziemaggioni.it;;;;CARLA MAGGIONI;;;;;
STUDIO RADAELLI;04328850963;VIA MATTEOTTI 1;BERNAREGGIO;20881;MB;ITALIA;039.5251450;geom.dario.radaelli@tiscali.it;;;;RADAELLI;DARIO;;;;
STUDIO RAG.UMBERTO LAROVERE;LRVMRT66E04F205C;VIA ANCO MARZIO,4;MILANO;20100;MI;ITALIA;024989174;info@larovere.it;;;;LAROVERE;UMBERTO;;;;
STUDIO SERINF DI PIERLUIGI GALBIATI E C.SAS;2090050960;VIA MATTEOTTI 19;VILLASANTA;20852;MB;ITALIA;39.304.291;albertogalbiati@studioserinf.it;;;;GALBIATI;PIERLUIGI;;;;
STUDIO STOMATOLOGICO DOTT.ANDREONI;06416990965;VIA MILANO,19;VIMERCATE;20871;MB;ITALIA;;info@drandreoni.it;;;;ANDREONI;DARIO;;;;
STUDIO TECNICO ASSOCIATO DI INGEGNERIA E ARCHITETTURA MB PROGETTI;05329330962;VIA TOSI 3;MONZA;20900;MB;ITALIA;039.830829;derosa@mbprogetti.com;;;;DE ROSA;FRANCESCO;;;;
STUDIO TECNICO GEOMETRA BELLONE;07430520960;VIA SOLFERINO 24;LISSONE;20851;MB;ITALIA;3207065498;;;;;BELLONE;ROSARIO;;;;
STUDIO TECNICO POLITI;00446240962;VIA PACE 23;CARNATE;20866;MB;ITALIA;;;71.12.30;Attività tecniche svolte da geometri;;POLITI;UBALDO;;;08-02-2018;07-02-2019
STUDIO TECNICO STRAFACE;2755690969;VIA GILERA,24;ARCORE;20043;MI;ITALIA;;strafacegiovanni1@gmail.com;;;;STRAFACE;GIOVANNI;;;10-01-2018;10-01-2019
STUDIO TRIBUTARIO MAINENTI;03733690659;VIA SPREAFICO, 3;MONZA;20900;MB;ITALIA;;p.mainenti@studiomainenti.net;;;;MAINENTI;PASQUALE;;;;
STUDIO V S.A.S. DI I. VERGANI & C.;;VIA SAN PAOLO 14;AGRATE BRIANZA;20864;MB;ITALIA;039 6020995;studio.vergani@italylandia.it;;;;VERGANI;IVANA;;;;
STUDIO V S.A.S. DI I. VERGANI & C.;;VIA SAN PAOLO 14;AGRATE BRIANZA;20864;MB;ITALIA;039 6020995;studio.vergani@italylandia.it;;;;VERGANI;IVANA;;;;
STUDIO VALLONE;03539610166;VIA GASLINI;MONZA;20900;MB;ITALIA;039 388398;vallone@studiocdlvallone.it;;;;;;;;22-09-2018;21-09-2019
STUDIO VERALDI;05094380960;VIA GEROLAMO, GALSINI - MONZA;MONZA;20900;MB;ITALIA;039-2841488;studioragveraldi@libero.it;;;;VERALDI RAG. SALVATORE;;;;;
STUDIO VERARDI;;;;;;;;;;;;;;;;;
STUDIOS MANAGEMENT SRL;06474810964;PIAZZA FIRENZE 12;MILANO;20154;MI;ITALIA;0236521604;info@hotelstudiosmilan.com;55.10.0;Alberghi;;CORTI;GUIDO;;;08-06-2018;07-06-2019
SUDIO LEGALE ASSOCIATO GRIECO ZALAMENA;05843880963;VIA MISSORI 14;MONZA;20900;MB;ITALIA;0392300973;;;;;GRIECO;FRANCO;;;20-09-2018;
SUNNY TIME SNC DI MARIANI M. E LUSITANI R.;2867530962;VIA DON MINZONI 33 - 20864 AGRATE BZA MB;AGRATE BRIANZA;20864;MB;ITALIA;o396892381;monica@sunnytime.it;;;SSNC;LUSITANI;ROBERTO;;;;
SUNSET SRL;01052130968;VIA GIACOMO MATTEOTTI, 2;ARCORE;20862;MB;ITALIA;039 617259; info@borgoleccohotel.it;55.10;Alberghi e strutture simili;;CESARE;LORINI;;;13-06-0022;13-06-2023
SUNSET SRL;01052130968;VIA GIACOMO MATTEOTTI, 2;ARCORE;20862;MB;ITALIA;039 617259; info@borgoleccohotel.it;55.10;Alberghi e strutture simili;;CESARE;LORINI;;;13-06-0022;13-06-2023
SUNSET SRL - COPIA ERRATA;10101111111;VIA MATTEOTTI, 2;ARCORE;20043;MI;ITALIA;039 6012058;roberta.frediani@borgoleccohotel.it;;;;LORINI;CESARE;;;;
SUNSET SRL - COPIA ERRATA;10101111111;VIA MATTEOTTI, 2;ARCORE;20043;MI;ITALIA;039 6012058;roberta.frediani@borgoleccohotel.it;;;;LORINI;CESARE;;;;
SYSTEMAIR SRL;07642690965;VIA XXV APRILE 29;BARLASSINA;20825;MB;ITALIA;362680273;MADDALENA.CORBETTA@SYSTEMAIR.IT;28.25;Fabbricazione di attrezzature di uso non domestico per la refrigerazione e la ventilazione;;DE TOMASI;GIANMARCO;;;12-10-2021;12-10-2022
T. CESANA & P. FUMAGALLI ARCHITETTI ASSOCIATI;02732360967;VIA A. LOCATELLI 13; Biassono;20853;Monza e Brianza;ITALIA;348 7449656;paolo@cesanafumagalli.it;;;;FUMAGALLI;PAOLO;;;;
TALENTI S.R.L. (BEST WESTERN PLUS HOTEL MONZA E BRIANZA PALACE);06425790968;VIALE BRIANZA 160/166;CINISELLO BALSAMO;20092;MI;ITALIA;02 6602111;monzaebrianza.mi@bestwestern.it;;;;ZAMBONELLI;GIOVANNI;;;;
TARAMELLI SRL;03125550164;VIA BARCO BIAGI N° 95;TERNO D'ISOLA;24030;BG;ITALIA;0354944146   3486111262;;;;;GAMBIRASIO;STEFANIA;;;;
TATUUS RACING SPA;05375600961;VIA PASSERINI, 2;MONZA;20900;MB;ITALIA;039 6040828;agostino.rovelli@tatuus.it;29.1;FABBRICAZIONE DI AUTOVEICOLI;;SANDONÀ;ARTICO;;;;
TEAM86;0909930968;VIA VILLA,1;VILLASANTA;20852;MB;ITALIA;;;;;;LOCATI;MAURIZIO;;;;
TECNOPROGET SRL;08021740967;VIA GASLINI,1;MONZA;20900;MB;ITALIA;039833142;ufficiotecnico@tecnoproget-monza.it;;;;DANESE;FRANCO;;;02-02-2018;02-02-2019
TEKNEMA S.R.L.;02611890969;VIA PETRARCA,2;VILLASANTA;20852;MB;ITALIA;3484461034;monica.cintura@teknema.it;;;;Cantoni;Luciano Federico;ISABELLA CIBOLDI;;;
TEKNOPROGETTI ENGINEERING SRL;03946390964;VIA XXV APRILE N. 24/A;VIMERCATE;20871;MB;ITALIA;;info@teknoprogettisrl.it;71.12.1;Attività degli studi di ingegneria;;SALMOIRAGHI;ANTONIO;;;28-03-2019;28-03-2020
TEKNOPROGETTI ENGINEERING SRL;03946390964;VIA XXV APRILE N. 24/A;VIMERCATE;20871;MB;ITALIA;;info@teknoprogettisrl.it;71.12.1;Attività degli studi di ingegneria;;SALMOIRAGHI;ANTONIO;;;28-03-2019;28-03-2020
TEMAR S.R.L.;11896180152;VIA DELL'OLMO 66;BIASSONO;20853;MB;ITALIA;039-2494256;FIAMMA.PUCCI@TEMARSRL.IT;;;;;;FIAMMA PUCCI;;;
TENNIS CLUB VILLASANTA ASD;05000550961;VIA MAMELI 8;VILLASANTA;20852;MB;ITALIA;039302300;segreteriatcvillasanta@gmail.com;93.19.10;Enti e organizzazioni sportive, promozione di eventi sportivi;;PALEARI;ENRICO;MEDINA DUVIER;segreteriatcvillasanta@gmail.com;08-06-2021;12-06-2022
TENNIS CLUB VILLASANTA ASD;05000550961;VIA MAMELI 8;VILLASANTA;20852;MB;ITALIA;039302300;segreteriatcvillasanta@gmail.com;93.19.10;Enti e organizzazioni sportive, promozione di eventi sportivi;;PALEARI;ENRICO;MEDINA DUVIER;segreteriatcvillasanta@gmail.com;08-06-2021;12-06-2022
TERMOSTAMPI SRL;03985960156;VIA BRUNO BUOZZI, 4;CERNUSCO SUL NAVIGLIO;20063;MI;ITALIA;02/92106570;romeo.varisco@termostampi.it;25.73.20;Fabbricazione di stampi, portastampi, sagome, forme per macchine;;VARISCO;ROMEO;;;06-06-2018;05-06-2019
TETRA SRL;02635960418;VIALE DEL TURISMO 7;CATTOLICA;47841;RN;ITALIA;3209188687-0721963748;aragosta@mlhotelcattolica.com;55.10.00;Alberghi;S.R.L.;UGUCCIONE;MATTEO;;;10-06-2021;10-06-2022
THERMOTRADE SRL;08978540964;VIA MONZA 128;GESSATE;20060;MI;ITALIA;0295784269;CHEODARCI@THERMOTRADE.IT;28.49.09;Fabbricazione di altre macchine utensili (incluse parti e accessori) nca;;CHEODARCI;SERENA;CHEODARCI SERENA;CHEODARCI@THERMOTRADE.IT;11-06-2021;11-06-2022
THYSSENKRUPP UHDE CHLORINE ENGINEERS (ITALIA) SRL;13338030151;VIA BISTOLFI 35, MILANO;MILANO;20100;MI;ITALIA;0221292136;alessia.rinforzi@thyssenkrupp.com;;;;ZIMMERMANN;ALBERT;ALESSIA RINFORZI;;11-01-2018;10-01-2019
TILLMANNS SPA;00754750157;VIA BENIGNO CRESPI, 10A;MILANO;20159;MI;ITALIA;02 6940331;PiccininiCristiana@tillmanns.it;46.75.02;Commercio all'ingrosso di prodotti chimici per l'industria;;FAVA;RENZO;;;19-03-2019;19-03-2020
TINTORIA NUOVA GREGORINI SRL;00895110963;VIA MONTE GRAPPA, 99;CONCOREZZO;20863;MB;ITALIA;039 6040157;;96.01.2;Altre lavanderie, tintorie;;GREGORINI;DANILO;;;25-05-2018;24-05-2019
TITALIA SPA;02332230966;VIA NINIO BIXIO, 1- MONZA;MONZA;20900;MB;ITALIA;039-882759;tatiana.riboldi@titalia.it;;;;RIBOLDI;TATIANA;;;;
TL CONSULTING SRL;06715040967;PIAZZA ITALIA 13;BIASSONO;20853;MB;ITALIA;3382734488;A.ZIVERI@STUDIOZIVERI.NET;69.20.13;Servizi forniti da revisori contabili, periti, consulenti ed altri soggetti che svolgono attività in materia di amministrazione, contabilità e tributi;;ZIVERI;ANDREA MICHELE MARIA;;;03-06-2021;03-06-2022
TOWNHOUSE.IT;08047640969;VIA C. GOLDONI, 33;MILANO;20100;MI;ITALIA;02/49528914;t.sasso@townhousegalleria.com;55.10;Alberghi;;BORSATO;ORNELLA;;;29-11-2017;28-11-2019
TOWNHOUSE.IT;08047640969;VIA C. GOLDONI, 33;MILANO;20100;MI;ITALIA;02/49528914;t.sasso@townhousegalleria.com;55.10;Alberghi;;BORSATO;ORNELLA;;;29-11-2017;28-11-2019
TRATTORIA ACIUGHETA;11352961004;CAMPO SANTI FILIPPO E GIACOMO, 4357;VENEZIA;30122;VE;ITALIA;041.5224292;info@aciugheta.com;;;;;;;;;
TRESOLDI&CASIRAGHI SRL;00768660151;VIA CLEMENTE ALBERTI, 41;CARUGATE;20061;MI;ITALIA;02.9253650;v.tresoldi@tresoldicasiraghi.com;;;;TRESOLDI;VITTORIO;;;29-01-2018;28-01-2019
TRIBUNALE DI MONZA;06263200963;PIAZZA GARIBALDI - MONZA;MONZA;20900;MB;ITALIA;039-2372107;elenafosca.ferraro@giustizia.it;;;;AIRÒ;NATALINO;;;;
TROPICAL DREAM DI ELENA SAGGIN;07967170965;VIA ITALIA, 12;GORGONZOLA;20064;MI;ITALIA;029514610;info@tropicaldream.it;79.1;ATTIVITÀ DELLE AGENZIE DI VIAGGIO E DEI TOUR OPERATOR;;SAGGIN;ELENA;;;21-01-2019;21-01-2020
TUTTO PER IL CANE DI SERGIO ZANNI;00977220151;RASORI 2;MILANO;20145;MI;ITALIA;0248005555;diegozanni79@gmail.com;96.09.04;Servizi di cura degli animali da compagnia (esclusi i servizi veterinari);;ZANNI;SERGIO;;;27-11-2018;27-11-2019
U.N.S.I.C. CAF MONZA BRIANZA;;;;;;ITALIA;;;;;;;;;;;
U.S. FOLGORE CARATESE;00986430965;VIA XXV APRILE,13;CARATE BRIANZA;20048;MI;ITALIA;0362/993397;segreteria@folgorecaratese.it;93.12.00;Attività di club sportivi;PICHI.SCUOLAFORMAZIONE@GMAIL.COM;BORGONOVO;GIORGIO;;;02-12-2021;02-12-2022
U.S. FOLGORE CARATESE;00986430965;VIA XXV APRILE,13;CARATE BRIANZA;20048;MI;ITALIA;0362/993397;segreteria@folgorecaratese.it;93.12.00;Attività di club sportivi;PICHI.SCUOLAFORMAZIONE@GMAIL.COM;BORGONOVO;GIORGIO;;;02-12-2021;02-12-2022
UNIONE GIOVANI DOTTORI COMMERCIALISTI ED ESPERTI CONTABILI DI MONZA E BRIANZA;02552430965;VIA V. EMANUELE II, 26;MONZA;20900;MB;ITALIA;;f.aliprandi@aliprandicolombogalante.com;69.20.11;Servizi forniti da dottori commercialisti;;ALIPRANDI;FABIO;;;16-11-2021;16-11-2022
UNIVERSITÀ CATTOLICA DEL SACRO CUORE;02133120150;LARGO GEMELLI, 1;MILANO;20100;MI;ITALIA;;progetto.scuola@unicatt.it;85.42.00;Istruzione universitaria e post-universitaria accademie e conservatori;;GATTI;MARIO CESARE;;;;
UNIVERSITÀ CATTOLICA DEL SACRO CUORE;02133120150;LARGO GEMELLI, 1;MILANO;20100;MI;ITALIA;;progetto.scuola@unicatt.it;85.42.00;Istruzione universitaria e post-universitaria accademie e conservatori;;GATTI;MARIO CESARE;;;;
UNIVERSITÀ DEGLI STUDI DELL'INSUBRIA;02481820120;VIA VALLEGGIO,11;Como;22100;Como;ITALIA;;orientamento.eco@uninsubria.it;;;;COEN PORISINI;ALBERTO;;;10-12-2018;10-12-2019
UNIVERSITÀ DEGLI STUDI DELL'INSUBRIA;02481820120;VIA VALLEGGIO,11;Como;22100;Como;ITALIA;;orientamento.eco@uninsubria.it;;;;COEN PORISINI;ALBERTO;;;10-12-2018;10-12-2019
UNIVERSITÀ DEGLI STUDI DELL'INSUBRIA;02481820120;VIA VALLEGGIO,11;Como;22100;Como;ITALIA;;orientamento.eco@uninsubria.it;;;;COEN PORISINI;ALBERTO;;;10-12-2018;10-12-2019
UNIVERSITÀ DEGLI STUDI DELL'INSUBRIA;02481820120;VIA VALLEGGIO,11;Como;22100;Como;ITALIA;;orientamento.eco@uninsubria.it;;;;COEN PORISINI;ALBERTO;;;10-12-2018;10-12-2019
UNIVERSITÀ DEGLI STUDI DI FIRENZE;01279680480;PIAZZA SAN MARCO, 4;Firenze;50121;FI;ITALIA;055 2756444;orientamento@adm.unifi.it;;;;PETRUCCI;ALESSANDRA;;;;
UNIVERSITÀ DEGLI STUDI DI MILANO;03064870151;VIA FESTA DEL PERDONO,7;MILANO;20122;MI;ITALIA; 0250312145;info@unimi.it;85.4;Istruzione universitaria e post-universitaria accademie e conservatori;;FRANZINI;ELIO;;;15-12-2021;15-10-2022
UNIVERSITÀ DEGLI STUDI DI MILANO;03064870151;VIA FESTA DEL PERDONO,7;MILANO;20122;MI;ITALIA; 0250312145;info@unimi.it;85.4;Istruzione universitaria e post-universitaria accademie e conservatori;;FRANZINI;ELIO;;;15-12-2021;15-10-2022
UNIVERSITÀ DEGLI STUDI DI MILANO;03064870151;VIA FESTA DEL PERDONO,7;MILANO;20122;MI;ITALIA; 0250312145;info@unimi.it;85.4;Istruzione universitaria e post-universitaria accademie e conservatori;;FRANZINI;ELIO;;;15-12-2021;15-10-2022
UNIVERSITÀ DEGLI STUDI DI MILANO;03064870151;VIA FESTA DEL PERDONO,7;MILANO;20122;MI;ITALIA; 0250312145;info@unimi.it;85.4;Istruzione universitaria e post-universitaria accademie e conservatori;;FRANZINI;ELIO;;;15-12-2021;15-10-2022
UNIVERSITÀ DEGLI STUDI DI MILANO;03064870151;VIA FESTA DEL PERDONO,7;MILANO;20122;MI;ITALIA; 0250312145;info@unimi.it;85.4;Istruzione universitaria e post-universitaria accademie e conservatori;;FRANZINI;ELIO;;;15-12-2021;15-10-2022
UNIVERSITÀ DEGLI STUDI DI MILANO;03064870151;VIA FESTA DEL PERDONO,7;MILANO;20122;MI;ITALIA; 0250312145;info@unimi.it;85.4;Istruzione universitaria e post-universitaria accademie e conservatori;;FRANZINI;ELIO;;;15-12-2021;15-10-2022
UNIVERSITÀ DEGLI STUDI DI MILANO;03064870151;VIA FESTA DEL PERDONO,7;MILANO;20122;MI;ITALIA; 0250312145;info@unimi.it;85.4;Istruzione universitaria e post-universitaria accademie e conservatori;;FRANZINI;ELIO;;;15-12-2021;15-10-2022
